,TMDB ID,TMDB Budget,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,TMDB Revenue,Runtime,TMDB Title,MPAA,Running Time,Genres,IMDB Title,Domestic Distributor,Domestic Opening,Earliest Release Date,IMDB Budget,IMDB Domestic Revenue,international_revenue,worldwide_revenue,Release Year,Merged Budget,Merged Revenue
195,58493,0,[99],['Documentary'],tt1262958,[],[],1/1/10,0,88,A Small Act,,1 hr 28 min,Documentary,A Small Act (2010),,,"April 15, 2011 (United Kingdom)",0,1311,1311.0,,2010,100000,1311
196,49057,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1264115,"[45210, 3880]","['Whitlow Films', 'Level Path Productions']",9/10/10,0,100,The Trial,PG-13,1 hr 41 min,Crime Drama Mystery,The Trial (2010),Mountain Top Releasing,8957.0,"September 10, 2010 (Domestic)",0,19753,19753.0,,2010,100000,19753
197,252204,0,[35],['Comedy'],tt1266615,"[43558, 43559]","['Michael Copon Studios', 'Artigo / Ajemian Films']",6/4/10,0,90,BoyBand,,1 hr 30 min,Comedy,Breakdance Academy (2010),Artigo/Ajemian,7591.0,"June 4, 2010 (Domestic)",0,28336,28336.0,,2010,100000,28336
198,46689,1500000,[99],['Documentary'],tt1268204,"[345, 66625, 4748]","['O2 Filmes', 'Almega Projects', 'Oscilloscope']",1/24/10,187716,90,Waste Land,,1 hr 39 min,Documentary,Waste Land (2010),Arthouse Films,9806.0,"October 29, 2010 (Domestic)",0,187716,103591.0,291307.0,2010,1500000,187716
199,58884,0,[18],['Drama'],tt1270277,"[20744, 13369, 2543]","['Corner Store Entertainment', 'Super Crispy Entertainment', 'Volume One Entertainment']",4/9/10,13826,96,Sympathy for Delicious,R,1 hr 36 min,Drama,Sympathy for Delicious (2010),Maya Entertainment,9448.0,"April 29, 2011 (Domestic)",0,13826,13826.0,,2010,100000,13826
200,43754,400,"[18, 53, 9648]","['Drama', 'Thriller', 'Mystery']",tt1270296,[],[],2/14/10,2,92,The Killing Jar,R,1 hr 32 min,Crime Mystery Thriller,The Killing Jar (2010),,,"August 5, 2010 (Romania)",0,2339,2339.0,,2010,100000,2339
201,46261,25000000,"[14, 27, 53]","['Fantasy', 'Horror', 'Thriller']",tt1270761,"[14, 11627, 2605, 11628]","['Miramax', 'Necropia Entertainment', 'Gran Via Productions', 'Tequila Gang']",11/6/10,36993168,99,Don't Be Afraid of the Dark,R,1 hr 39 min,Fantasy Horror Thriller,Don't Be Afraid of the Dark (2010),FilmDistrict,8525728.0,"August 25, 2011 (APAC, LATAM)",25000000,24046682,14222847.0,38269529.0,2010,25000000,24046682
202,43919,2500000,"[27, 35, 53]","['Horror', 'Comedy', 'Thriller']",tt1270835,"[3960, 4592]","['ArieScope Pictures', 'Dark Sky Films']",8/26/10,156190,85,Hatchet II,R,1 hr 25 min,Action Comedy Horror Thriller,Hatchet II (2010),Vitagraph Films,52604.0,"October 1, 2010 (Domestic)",0,52604,103586.0,156190.0,2010,2500000,52604
203,49733,0,"[18, 10749]","['Drama', 'Romance']",tt1270850,"[25231, 172997, 166487, 172998]","['See Pictures', 'Sol Films', 'Speaking Tree Films', 'Waiting City FIlms']",7/15/10,0,100,The Waiting City,R,1 hr 40 min,Drama Romance,The Waiting City (2009),,,"July 15, 2010 (Australia)",0,500641,500641.0,,2010,100000,500641
204,23172,28000000,"[28, 35, 10751]","['Action', 'Comedy', 'Family']",tt1273678,"[46062, 7295, 3929, 1632, 181992]","['Spy Next Door', 'Relativity Media', 'Robert Simonds Productions', 'Lionsgate', 'Mandate International']",1/15/10,66166000,94,The Spy Next Door,PG,1 hr 34 min,Action Comedy Family,The Spy Next Door (2010),Lions Gate Films,9726056.0,"October 16, 2009 (United Kingdom)",28000000,24307086,38267155.0,62574241.0,2010,28000000,24307086
205,48373,0,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']",tt1274296,"[86758, 86759]","['rebel one pictures', 'Wishing Well Pictures']",8/14/10,0,102,Listen to Your Heart,,1 hr 42 min,Drama Music Romance,Listen to Your Heart (2010),,,"May 4, 2011 (South Korea)",0,23148,23148.0,,2010,100000,23148
206,44638,20000000,"[18, 14]","['Drama', 'Fantasy']",tt1274300,"[9195, 14]","['Touchstone Pictures', 'Miramax']",9/11/10,346594,110,The Tempest,PG-13,1 hr 50 min,Comedy Drama Fantasy Romance,The Tempest (2010),Miramax,42436.0,"December 10, 2010 (Domestic)",20000000,277943,127918.0,405861.0,2010,20000000,277943
207,124480,0,[],[],tt1274636,[1247],['Eddie Saeta'],11/12/10,0,85,Father,,1 hr 25 min,Drama,Father (2010),,,"November 12, 2010 (Spain)",0,6392,6392.0,,2010,100000,6392
208,35056,55000000,"[35, 28, 12]","['Comedy', 'Action', 'Adventure']",tt1279935,"[444, 2575, 25]","['Dune Entertainment', '21 Laps Entertainment', '20th Century Fox']",4/8/10,152263880,97,Date Night,PG-13,1 hr 28 min,Comedy Crime Romance Thriller,Date Night (2010),Twentieth Century Fox,25207599.0,"April 8, 2010 (13 markets)",55000000,98711404,53552476.0,152263880.0,2010,55000000,98711404
209,47912,0,[99],['Documentary'],tt1280015,[169879],['Got The Shot Productions'],7/30/10,0,87,Smash His Camera,PG-13,1 hr 27 min,Documentary,Smash His Camera (2010),Magnolia Pictures,2367.0,"July 30, 2010 (Domestic)",0,3644,3644.0,,2010,100000,3644
210,45014,0,[18],['Drama'],tt1282041,[166121],['Duel Productions'],4/28/10,0,95,Anton Chekhov's The Duel,,1 hr 35 min,Drama,Anton Chekhov's the Duel (2010),,,"January 5, 2012 (New Zealand)",0,103295,103295.0,,2010,100000,103295
211,37735,8000000,[35],['Comedy'],tt1282140,"[3287, 7291]","['Screen Gems', 'Olive Bridge Entertainment']",9/16/10,75026327,93,Easy A,PG-13,1 hr 32 min,Comedy Drama Romance,Easy A (2010),Screen Gems,17734040.0,"September 16, 2010 (LATAM, APAC)",8000000,58401464,16624863.0,75026327.0,2010,8000000,58401464
212,45013,5800000,"[35, 18]","['Comedy', 'Drama']",tt1283887,[11279],['Films In Motion'],4/23/10,0,112,Burning Palms,R,1 hr 45 min,Comedy Thriller,Burning Palms (2010),,,"May 26, 2011 (Romania)",0,3271,3271.0,,2010,5800000,3271
213,96782,300000,"[35, 10749]","['Comedy', 'Romance']",tt1283959,[],[],7/24/10,0,81,The Symmetry of Love,,1 hr 21 min,Comedy,The Symmetry of Love (2010),,,"April 22, 2011 (Spain)",0,2425,2425.0,,2010,300000,2425
214,37799,40000000,[18],['Drama'],tt1285016,"[5, 7295, 258, 11370, 7626]","['Columbia Pictures', 'Relativity Media', 'Scott Rudin Productions', 'Michael De Luca Productions', 'Trigger Street Productions']",10/1/10,224920315,121,The Social Network,PG-13,2 hr,Biography Drama,The Social Network (2010),Sony Pictures Entertainment (SPE),22445653.0,"October 1, 2010 (Domestic)",40000000,96962694,127957681.0,224920375.0,2010,40000000,96962694
215,41479,10000000,"[35, 18]","['Comedy', 'Drama']",tt1285309,"[2147, 3870, 25]","['Echo Lake Entertainment', 'Premiere Picture', '20th Century Fox']",4/16/10,7022728,96,The Joneses,R,1 hr 36 min,Comedy Drama,The Joneses (2009),Roadside Attractions,509689.0,"April 16, 2010 (Domestic)",10000000,1475746,5568089.0,7043835.0,2010,10000000,1475746
216,39691,85000000,"[10751, 12, 35, 14, 28, 16]","['Family', 'Adventure', 'Comedy', 'Fantasy', 'Action', 'Animation']",tt1287468,"[79, 102301, 1757, 102302, 174, 17]","['Village Roadshow Pictures', 'Polymorphic Pictures', 'Mad Chance', 'CD2 Films', 'Warner Bros. Pictures', 'Warner Bros. Entertainment']",7/29/10,112483764,82,Cats & Dogs: The Revenge of Kitty Galore,PG,1 hr 22 min,Action Comedy Family Fantasy,Cats & Dogs: The Revenge of Kitty Galore (2010),Warner Bros.,12279363.0,"July 29, 2010 (APAC, EMEA)",85000000,43585753,68898011.0,112483764.0,2010,85000000,43585753
217,66468,0,"[18, 80, 53]","['Drama', 'Crime', 'Thriller']",tt1289419,[],[],10/15/10,2592808,105,N-Secure,R,1 hr 45 min,Crime Drama Thriller,N-Secure (2010),Freestyle Releasing,1166406.0,"October 15, 2010 (Domestic)",1600000,2595644,2595644.0,,2010,1600000,2595644
218,56928,5000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1291549,[],[],6/4/10,33042,98,Meet Monica Velour,R,1 hr 36 min,Comedy Drama Romance,Meet Monica Velour (2010),Anchor Bay Films,7438.0,"April 8, 2011 (Domestic)",0,33042,33042.0,,2010,5000000,33042
219,35656,0,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']",tt1294136,"[71489, 71490]","['First Line Entertainment', 'Eclectic Pictures']",1/25/10,0,100,As Good As Dead,R,1 hr 40 min,Crime Thriller,As Good as Dead (2010),First Look International,1494.0,"October 8, 2010 (Domestic)",0,1981,53637.0,55618.0,2010,100000,1981
220,278778,0,"[28, 35, 80]","['Action', 'Comedy', 'Crime']",tt1294141,"[52104, 52103]","['GV Entertainment', 'ATM Motionwide']",6/7/10,0,97,Dancing Ninja,,1 hr 38 min,Action Comedy Crime,Dancing Ninja (2010),,,"July 19, 2012 (United Arab Emirates)",0,48818,48818.0,,2010,100000,48818
221,35690,20000000,"[18, 10751, 10749]","['Drama', 'Family', 'Romance']",tt1294226,"[9195, 61242]","['Touchstone Pictures', 'HopeTown Entertainment']",3/31/10,89137047,107,The Last Song,PG,1 hr 48 min,Drama Music Romance,The Last Song (2010),Walt Disney Studios Motion Pictures,16007426.0,"March 31, 2010 (Domestic, EMEA)",20000000,62950384,26186663.0,89137047.0,2010,20000000,62950384
222,23830,7000000,"[18, 10749]","['Drama', 'Romance']",tt1294688,"[9, 8073, 23035, 147243]","['Gaumont', 'Nick Wechsler Productions', 'Star Entertainment', 'Westbourne Films']",11/5/10,7644937,93,Last Night,R,1 hr 33 min,Drama Romance,Last Night (2010),Tribeca Film,29505.0,"November 5, 2010 (Italy)",0,99000,10943068.0,11042068.0,2010,7000000,99000
223,52338,0,"[18, 10749]","['Drama', 'Romance']",tt1296898,"[24903, 86, 24904]","['PCH Film', 'Catfish Productions', 'Weekend Films/Main Street Productions']",2/10/10,0,94,Waiting for Forever,PG-13,1 hr 35 min,Comedy Drama Romance,Waiting for Forever (2010),Freestyle Releasing,8917.0,"February 4, 2011 (Domestic)",5000000,25517,25517.0,,2010,5000000,25517
224,211249,0,[18],['Drama'],tt1297921,[15901],['Christina 8180'],11/4/10,0,90,Christina,,1 hr 30 min,Drama,Christina (2010),Indican Pictures,,"December 3, 2010 (Domestic)",0,11000,11000.0,,2010,100000,11000
225,45077,0,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']",tt1301990,[],[],1/14/10,18000,93,Every Day,R,1 hr 33 min,Comedy Drama Romance,Every Day (2010),Image Entertainment,9857.0,"January 14, 2011 (Domestic)",3000000,46029,46029.0,,2010,3000000,46029
226,41515,80000000,"[35, 10751, 16, 12]","['Comedy', 'Family', 'Animation', 'Adventure']",tt1302067,"[5219, 2609, 13481, 19045, 174]","['Sunswept Entertainment', 'De Line Pictures', 'Rhythm and Hues', 'Picnic Basket', 'Warner Bros. Pictures']",12/17/10,203509374,80,Yogi Bear,PG,1 hr 21 min,Adventure Comedy Family,Yogi Bear (2010),Warner Bros.,16411322.0,"December 17, 2010 (Domestic)",80000000,100246011,103263363.0,203509374.0,2010,80000000,100246011
227,55567,0,"[35, 10402, 10751]","['Comedy', 'Music', 'Family']",tt1303803,[],[],7/16/10,531826,105,Standing Ovation,PG,1 hr 45 min,Musical,Standing Ovation (2010),Rocky Mountain Pictures,343125.0,"July 16, 2010 (Domestic)",0,531806,18612.0,550418.0,2010,100000,531806
228,579109,0,[],[],tt1303821,[],[],6/4/10,0,0,Whiz Kids,,1 hr 22 min,Documentary,Whiz Kids (2009),Shadow Distribution,1333.0,"June 4, 2010 (Domestic)",0,5386,5386.0,,2010,100000,5386
229,34563,14000000,[35],['Comedy'],tt1305583,"[55015, 43, 1975, 444]","['Pointe Studios', 'Fox Searchlight Pictures', 'Sneak Preview Entertainment', 'Dune Entertainment']",3/12/10,21409028,103,Our Family Wedding,PG-13,1 hr 43 min,Comedy Romance,Our Family Wedding (2010),Fox Searchlight,7629862.0,"March 12, 2010 (Domestic)",0,20255281,1153747.0,21409028.0,2010,14000000,20255281
230,45319,0,"[99, 18]","['Documentary', 'Drama']",tt1305587,[],[],10/8/10,0,134,Ghetto Physics: Will the Real Pimps and Hos Please Stand Up?,R,1 hr 34 min,Drama,Ghetto Physics (2010),The Samuel Goldwyn Company,10087.0,"October 8, 2010 (Domestic)",0,14034,14034.0,,2010,100000,14034
231,70448,0,"[27, 35]","['Horror', 'Comedy']",tt1307858,[],[],5/1/10,0,98,All About Evil,,1 hr 38 min,Comedy Horror,All About Evil (2010),Peaches Christ Productions,5070.0,"July 9, 2010 (Domestic)",0,7995,7995.0,,2010,100000,7995
232,78255,0,"[35, 80]","['Comedy', 'Crime']",tt1307976,[3222],['Baltic Film Group'],4/1/10,0,83,My Widow's Husband,,1 hr 22 min,Comedy,Muzh moey vdovy (2010),,,"April 1, 2010 (APAC, EMEA)",0,199218,199218.0,,2010,100000,199218
233,163822,0,[99],['Documentary'],tt1308111,[12955],['Zip Films'],12/2/10,0,81,Fake Orgasm,,1 hr 25 min,Biography Documentary,Fake Orgasm (2010),,,"December 3, 2010 (Spain)",0,52386,52386.0,,2010,100000,52386
234,46062,0,"[28, 35, 18, 10402]","['Action', 'Comedy', 'Drama', 'Music']",tt1308165,[195648],['Rumanni Filmworks'],1/24/10,12839,83,The Taqwacores,,1 hr 23 min,Drama Music,The Taqwacores (2010),Strand Releasing,3532.0,"October 22, 2010 (Domestic)",0,11445,1394.0,12839.0,2010,100000,11445
235,44629,5000000,"[80, 18]","['Crime', 'Drama']",tt1313092,"[6237, 7584, 11840, 10951, 14430, 2948]","['Porchlight Films', 'Screen Australia', 'Film Victoria', 'Screen NSW', 'Fulcrum Media Finance', 'Showtime Australia']",6/3/10,1000000,113,Animal Kingdom,R,1 hr 53 min,Crime Drama Thriller,Animal Kingdom (2010),Sony Pictures Classics,61968.0,"June 3, 2010 (Australia)",0,1044039,6165873.0,7209912.0,2010,5000000,1044039
236,44040,10000000,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']",tt1314655,"[33, 2531, 6006, 7295]","['Universal Pictures', 'MRC', 'Night Chronicles', 'Relativity Media']",9/16/10,33583175,80,Devil,PG-13,1 hr 20 min,Horror Mystery Thriller,Devil (2010),Universal Pictures,12289375.0,"September 16, 2010 (APAC, EMEA)",0,33601190,29094299.0,62695489.0,2010,10000000,33601190
237,47320,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1315350,"[136452, 136453]","['Fresh Shrimp Productions', 'Kittco Pictures']",10/8/10,0,99,Cherry,,1 hr 39 min,Comedy Drama,Cherry (2010),Abramorama,2416.0,"October 8, 2010 (Domestic)",0,11362,26650.0,38012.0,2010,100000,11362
238,50838,0,"[9648, 53, 27]","['Mystery', 'Thriller', 'Horror']",tt1316622,"[7775, 24178, 806]","['Independent Edge Films', 'Three-Seven Entertainment', 'Téléfilm Canada']",4/1/10,8020,86,Wrecked,R,1 hr 31 min,Adventure Drama Mystery Thriller,Wrecked (2010),IFC Films,2054.0,"April 1, 2011 (Domestic)",0,8020,221512.0,229532.0,2010,100000,8020
239,48946,0,"[18, 53]","['Drama', 'Thriller']",tt1319704,[2054],['Ruby Films'],8/11/10,0,97,Chatroom,R,1 hr 37 min,Drama Horror Thriller,Chatroom (2010),,,"August 11, 2010 (France)",0,683912,683912.0,,2010,100000,683912
240,42057,0,"[35, 10749]","['Comedy', 'Romance']",tt1319716,"[3747, 7620, 7621]","['Studio 18', 'Bend It Films', 'Indian Film Company']",5/7/10,0,100,It's a Wonderful Afterlife,PG-13,1 hr 40 min,Comedy Drama Fantasy Romance,It's a Wonderful Afterlife (2010),UTV Motion Pictures,,"April 2, 2010 (United Kingdom)",0,1321438,1321438.0,,2010,100000,1321438
241,65056,0,"[18, 35]","['Drama', 'Comedy']",tt1319722,[62764],['Secret Handshake Entertainment'],5/21/10,96868,109,A Little Help,R,1 hr 45 min,Comedy Drama Romance,A Little Help (2010),Freestyle Releasing,44870.0,"July 22, 2011 (Domestic)",0,96868,96868.0,,2010,100000,96868
242,50204,10000000,"[35, 53, 36, 27]","['Comedy', 'Thriller', 'History', 'Horror']",tt1320239,"[4186, 2650, 2651, 7309, 6901]","['Quickfire Films', 'Ealing Studios', 'Fragile Films', 'Aegis Film Fund', 'Prescience']",10/29/10,4791599,91,Burke & Hare,R,1 hr 31 min,Comedy Crime History Thriller,Burke and Hare (2010),IFC Films,947.0,"October 29, 2010 (United Kingdom)",0,4833,4786766.0,4791599.0,2010,10000000,4833
243,38358,1800000,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']",tt1320244,"[655, 694, 11112]","['Strike Entertainment', 'StudioCanal', 'Arcade Pictures']",8/27/10,69432527,87,The Last Exorcism,PG-13,1 hr 27 min,Horror Mystery Thriller,The Last Exorcism (2010),Lions Gate Films,20366613.0,"August 27, 2010 (Domestic)",1800000,41034350,28398177.0,69432527.0,2010,1800000,41034350
244,27578,80000000,"[53, 12, 28]","['Thriller', 'Adventure', 'Action']",tt1320253,"[7636, 696, 1020, 925, 1632, 3528]","['Nimar Studios', 'Rogue Marble', 'Millennium Media', 'Nu Image', 'Lionsgate', 'Thunder Road']",8/3/10,274470394,103,The Expendables,R,1 hr 43 min,Action Adventure Thriller,The Expendables (2010),Lions Gate Films,34825135.0,"August 12, 2010 (EMEA, APAC)",80000000,103068524,171401870.0,274470394.0,2010,80000000,103068524
245,38745,112000000,"[10751, 35, 12, 14]","['Family', 'Comedy', 'Adventure', 'Fantasy']",tt1320261,"[444, 1302, 6332, 25]","['Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III', '20th Century Fox']",12/23/10,237382724,85,Gulliver's Travels,PG,1 hr 25 min,Adventure Comedy Family Fantasy,Gulliver's Travels (2010),Twentieth Century Fox,6307691.0,"December 22, 2010 (Spain)",112000000,42779261,194603463.0,237382724.0,2010,112000000,42779261
246,49787,0,"[18, 27, 53]","['Drama', 'Horror', 'Thriller']",tt1320291,"[3256, 7584, 10951, 22897, 22898]","['Lightning Entertainment', 'Screen Australia', 'Screen NSW', 'ProdigyMovies', 'Mysterious Light']",5/15/10,0,88,The Reef,R,1 hr 34 min,Adventure Drama Horror Thriller,The Reef (2010),,,"March 17, 2011 (Australia)",0,67753,67753.0,,2010,100000,67753
247,41345,0,"[28, 18, 53]","['Action', 'Drama', 'Thriller']",tt1320296,"[7352, 7353]","['Gunslinger', 'Gateway Films']",8/21/10,0,90,Shank,,1 hr 30 min,Action Comedy Crime Drama Sci-Fi Thriller,Shank (2010),,,"March 26, 2010 (United Kingdom)",0,713697,713697.0,,2010,100000,713697
248,70567,0,[99],['Documentary'],tt1321332,[],[],10/31/10,0,90,The Kids Grow Up,,1 hr 30 min,Documentary,The Kids Grow Up (2009),Shadow Distribution,4497.0,"October 29, 2010 (Domestic)",0,12095,12095.0,,2010,100000,12095
249,34803,21000000,[35],['Comedy'],tt1321509,"[1012, 61018, 1013, 737]","['Parabolic Pictures', 'Wonderful Films', 'Stable Way Entertainment', 'Sidney Kimmel Entertainment']",4/15/10,49050886,92,Death at a Funeral,R,1 hr 32 min,Comedy Drama,Death at a Funeral (2010),Screen Gems,16217540.0,"April 16, 2010 (Domestic)",21000000,42739347,6311539.0,49050886.0,2010,21000000,42739347
250,43434,18000000,"[80, 18, 53, 36]","['Crime', 'Drama', 'Thriller', 'History']",tt1321865,"[11394, 2254, 104, 94, 24430, 6301, 311, 694, 20662, 310, 111248]","['Films en Stock', 'Egoli Tossell Film', 'Canal+', 'ARTE France Cinéma', 'BeTV', 'CinéCinéma', 'PROCIREP', 'StudioCanal', 'TV5 Monde', 'CNC', 'ANGOA']",7/7/10,871279,339,Carlos,,5 hr 34 min,Biography Crime Drama Thriller,Carlos (2010),IFC Films,20006.0,"October 15, 2010 (Domestic)",18000000,145526,913843.0,1059369.0,2010,18000000,145526
251,44998,0,[18],['Drama'],tt1322264,[],[],7/30/10,12000,92,The Dry Land,R,1 hr 32 min,Drama,The Dry Land (2010),Freestyle Releasing,7351.0,"July 30, 2010 (Domestic)",0,11777,11777.0,,2010,100000,11777
252,42850,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1322282,"[14909, 20310]","['Impact Partners', 'Sasquatch Films']",8/10/10,0,86,Children of Invention,,1 hr 28 min,Drama,Children of Invention (2009),,4874.0,"March 12, 2010 (Domestic)",0,11183,11183.0,,2010,100000,11183
253,63727,0,"[53, 27]","['Thriller', 'Horror']",tt1322306,[3631],['Filmax'],12/29/10,0,98,Exorcismus,,1 hr 38 min,Horror,Exorcismus (2010),,,"December 29, 2010 (Spain)",0,3239065,3239065.0,,2010,100000,3239065
254,38073,32000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1322312,"[12, 2378]","['New Line Cinema', 'Offspring Entertainment']",8/27/10,42045846,102,Going the Distance,R,1 hr 43 min,Comedy Romance,Going the Distance (2010),Warner Bros.,6884964.0,"September 2, 2010 (8 markets)",32000000,17804299,24254812.0,42059111.0,2010,32000000,17804299
255,89497,0,"[53, 18]","['Thriller', 'Drama']",tt1322384,[],[],9/10/10,0,78,SubHysteria,,1 hr 25 min,Drama Thriller,SubHysteria (2010),,,"May 14, 2010 (Venezuela)",0,213015,213015.0,,2010,100000,213015
256,44363,0,[53],['Thriller'],tt1323045,"[3960, 5855]","['ArieScope Pictures', 'A Bigger Boat']",2/5/10,3065860,93,Frozen,R,1 hr 33 min,Adventure Thriller,Frozen (2010),Anchor Bay Films,131395.0,"February 5, 2010 (Domestic)",0,246176,3597598.0,3843774.0,2010,100000,246176
257,20352,69000000,"[10751, 16, 35]","['Family', 'Animation', 'Comedy']",tt1323594,"[6704, 33]","['Illumination', 'Universal Pictures']",7/8/10,533679475,95,Despicable Me,PG,1 hr 35 min,Adventure Animation Comedy Crime Family Sci-Fi,Despicable Me (2010),Universal Pictures,56397125.0,"July 8, 2010 (APAC)",69000000,251557985,291600000.0,543157985.0,2010,69000000,251557985
258,24021,68000000,"[12, 14, 18, 10749]","['Adventure', 'Fantasy', 'Drama', 'Romance']",tt1325004,"[491, 12292, 5218, 4000, 5219]","['Summit Entertainment', 'Temple Hill Entertainment', 'Imprint Entertainment', 'Maverick Films', 'Sunswept Entertainment']",6/23/10,698491347,124,The Twilight Saga: Eclipse,PG-13,2 hr 4 min,Action Adventure Drama Fantasy Romance Thriller,The Twilight Saga: Eclipse (2010),Summit Entertainment,64832191.0,"June 30, 2010 (20 markets)",68000000,300531751,397978074.0,698509825.0,2010,68000000,300531751
259,48307,0,[99],['Documentary'],tt1326259,[],[],12/8/10,0,87,Saint Misbehavin': The Wavy Gravy Movie,,1 hr 27 min,Documentary,Saint Misbehavin': The Wavy Gravy Movie (2009),Argot Pictures,10976.0,"December 3, 2010 (Domestic)",0,29893,29893.0,,2010,100000,29893
260,37659,0,"[99, 10402]","['Documentary', 'Music']",tt1333667,"[60828, 25545]","['Strange Pictures', 'Wolf Entertainment']",4/9/10,0,86,When You're Strange,R,1 hr 26 min,Documentary Music,When You're Strange (2009),Abramorama,66833.0,"April 9, 2010 (Domestic)",0,246078,948104.0,1194182.0,2010,100000,246078
261,42188,15000000,"[18, 10749, 878]","['Drama', 'Romance', 'Science Fiction']",tt1334260,"[43, 284, 6705, 444]","['Fox Searchlight Pictures', 'DNA Films', 'Film4 Productions', 'Dune Entertainment']",3/18/10,9918093,104,Never Let Me Go,R,1 hr 43 min,Drama Romance Sci-Fi Thriller,Never Let Me Go (2010),Fox Searchlight,111734.0,"September 15, 2010 (Domestic)",15000000,2434652,7483441.0,9918093.0,2010,15000000,2434652
262,282015,0,[18],['Drama'],tt1334532,[],[],4/21/10,0,90,Farewell,,1 hr 30 min,Drama,Farewell (2010),,,"April 23, 2010 (Lithuania)",0,415426,415426.0,,2010,100000,415426
263,66195,500000,"[35, 53, 80]","['Comedy', 'Thriller', 'Crime']",tt1334553,[8146],['Splendid Film'],7/1/10,453708,93,The Perfect Host,R,1 hr 33 min,Comedy Crime Thriller,The Perfect Host (2010),Magnolia Pictures,7505.0,"July 1, 2011 (Domestic)",0,48764,404944.0,453708.0,2010,500000,48764
264,39053,7000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1336617,"[1645, 43, 6332]","['Scott Free Productions', 'Fox Searchlight Pictures', 'Dune Entertainment III']",6/18/10,0,91,Cyrus,R,1 hr 31 min,Comedy Drama Romance,Cyrus (2010),Fox Searchlight,181716.0,"June 18, 2010 (Domestic)",7000000,7468936,2464937.0,9933873.0,2010,7000000,7468936
265,70570,0,[99],['Documentary'],tt1337155,[],[],8/15/10,0,87,Neshoba,,1 hr 26 min,Documentary,Neshoba (2008),First Run,4645.0,"August 13, 2010 (Domestic)",0,19245,19245.0,,2010,100000,19245
266,46504,60000,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']",tt1337193,"[210033, 106299]","['Varilight Films', 'Olive Productions']",3/28/10,35556,83,Guy and Madeline on a Park Bench,,1 hr 22 min,Drama Musical,Guy and Madeline on a Park Bench (2009),Variance Films,3233.0,"November 5, 2010 (Domestic)",0,35556,35556.0,,2010,100000,35556
267,270050,0,"[10749, 35]","['Romance', 'Comedy']",tt1340791,[],[],5/18/10,0,99,Regresa,,1 hr 39 min,Comedy Romance,Regresa (2010),,,"January 22, 2010 (Mexico)",0,1461942,1461942.0,,2010,100000,1461942
268,37495,967686,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']",tt1341167,"[12180, 15308, 6705, 102196]","['Warp Films', 'Wild Bunch Distribution', 'Film4 Productions', 'Optimum Releasing']",5/7/10,6149356,97,Four Lions,R,1 hr 37 min,Comedy Crime Drama,Four Lions (2010),Drafthouse Films,41512.0,"May 7, 2010 (United Kingdom)",0,304616,5844740.0,6149356.0,2010,967686,304616
269,42888,120000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt1341188,"[5, 18, 2648]","['Columbia Pictures', 'Gracie Films', 'Road Rebel']",12/17/10,48668907,121,How Do You Know,PG-13,2 hr 1 min,Comedy Drama Romance,How Do You Know (2010),Sony Pictures Entertainment (SPE),7484696.0,"December 17, 2010 (Domestic)",120000000,30212620,18456287.0,48668907.0,2010,120000000,30212620
270,55246,0,"[35, 10749]","['Comedy', 'Romance']",tt1341341,"[2088, 102301, 32157]","['NALA Films', 'Polymorphic Pictures', 'Right of Way Films']",10/8/10,22270,89,Ceremony,R,1 hr 29 min,Comedy Romance,Ceremony (2010),Magnolia Pictures,6920.0,"April 8, 2011 (Domestic)",0,22270,25904.0,48174.0,2010,100000,22270
271,47763,1500000,[27],['Horror'],tt1341710,"[23241, 3160]","['Wesley Clover Media', 'Brookstreet Pictures']",10/14/10,0,85,The Shrine,,1 hr 25 min,Horror,The Shrine (2010),,,"April 22, 2021 (United Arab Emirates)",0,102344,102344.0,,2010,1500000,102344
272,55879,0,"[35, 18, 10749, 53]","['Comedy', 'Drama', 'Romance', 'Thriller']",tt1343110,"[140312, 140313, 140314, 140315]","['Eizzil Entertainment', 'Rockstone Releasing', 'Society FilmWorks', 'Speed-Dating']",1/1/10,0,98,Speed-Dating,R,1 hr 38 min,Comedy,Speed-Dating (2010),Rockstone Releasing,3394.0,"June 4, 2010 (Domestic)",0,5240,5240.0,,2010,100000,5240
