ids,star_2010,star_2011,star_2012,star_2013,star_2014,star_2015,star_2016,star_2017,star_2018,star_2019,star_2020,star_2021,star_2022,star_2023
46240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13480,0,0,94,94,94,0,0,0,0,0,0,0,0,0
177321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,71,0,71,0,0,0,0,0,0,0,0,0,0,0
111792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111793,0,0,0,0,0,0,0,0,0,0,39,39,39,0
13497,0,0,0,0,0,0,0,28,28,28,0,0,0,0
13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144570,0,0,0,0,0,60,60,60,0,0,0,0,0,0
13507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46339,0,0,0,0,0,93,172,172,79,0,36,36,36,0
111876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,0,0,0,3,3,3,0,0,0,0,0,0,0,0
46421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13675,0,0,0,0,0,0,0,0,0,0,45,45,45,0
144741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144803,0,0,0,0,0,0,0,0,0,0,18,18,90,72
144804,0,0,0,0,0,0,0,0,0,0,18,18,18,0
144805,0,0,0,0,0,0,0,0,0,0,18,18,18,0
112037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112050,0,0,0,0,0,0,0,26,26,26,0,0,0,0
144823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79287,0,0,0,0,0,0,0,0,0,0,0,0,23,23
79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13769,0,0,0,0,85,85,85,0,0,0,0,0,0,0
144841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13778,0,0,278,278,297,86,229,210,143,0,0,0,0,0
79315,0,0,0,0,0,0,0,12,12,12,0,0,0,0
112089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13786,0,0,0,0,0,0,40,40,40,0,0,0,0,0
13788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13796,0,0,0,0,0,89,89,89,0,0,0,0,0,0
79338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79426,0,0,0,0,0,0,48,48,48,30,30,48,18,18
112195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79434,0,0,0,0,0,12,12,12,0,0,0,0,0,0
79435,0,0,0,0,0,12,12,12,0,0,0,0,0,0
79436,0,0,0,0,0,12,12,12,0,0,0,0,0,0
79451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79529,0,0,0,0,0,0,0,67,104,104,37,0,0,0
145072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79566,0,0,0,0,0,0,72,72,72,27,27,27,0,0
112334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46813,0,0,0,0,0,0,0,0,0,0,8,8,8,0
46814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177894,0,0,0,0,0,0,0,0,0,0,0,0,0,58
14055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177895,0,0,0,0,0,0,0,0,0,0,0,0,0,58
177896,0,0,0,0,0,0,0,0,0,0,0,0,0,58
46844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46875,0,0,0,0,0,0,73,73,73,70,70,148,78,78
112429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14158,0,0,0,0,0,0,0,0,0,0,33,33,33,0
46936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79731,0,0,0,0,0,0,82,82,82,0,0,0,0,0
79729,0,0,0,0,0,0,82,82,82,0,0,0,0,0
79730,0,0,0,0,0,0,82,82,82,0,0,0,0,0
79732,0,0,0,0,0,0,82,82,82,0,0,0,0,0
79733,0,0,0,0,0,0,82,82,82,0,0,0,0,0
79736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79822,0,0,0,0,0,0,0,37,37,37,0,0,0,0
79825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112609,0,0,0,0,0,0,0,0,0,0,3,3,3,0
14319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14362,0,0,10,10,10,0,0,25,25,25,0,0,0,0
112666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47169,0,0,0,0,76,132,132,74,18,18,0,0,0,0
14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14439,0,0,174,174,263,89,89,32,206,206,174,98,260,358
14440,0,0,0,83,165,244,219,137,58,0,23,23,23,0
47208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145546,0,0,0,0,0,0,0,0,0,0,0,16,16,16
145547,0,0,0,0,0,0,0,0,0,0,0,46,46,46
80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112794,0,0,0,0,0,0,0,39,39,39,0,0,0,0
47260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112802,0,0,0,6,6,6,0,0,0,0,0,0,0,0
112808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178347,0,0,0,0,0,0,0,0,0,0,0,0,39,39
178345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80114,0,0,0,0,0,0,1,1,1,0,0,0,0,0
14580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145654,0,0,0,0,0,0,0,0,0,0,0,0,0,5
47354,0,0,0,0,82,82,149,67,67,0,0,0,0,0
14589,0,0,0,0,0,0,0,0,0,0,0,27,27,27
145663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14604,0,0,0,83,83,83,0,0,0,0,0,0,0,0
47382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14634,0,0,0,0,0,0,0,0,0,0,0,49,49,49
14635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14636,0,0,0,5,5,5,0,0,0,0,0,0,0,0
14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145719,0,0,0,0,0,0,0,0,0,0,39,39,39,0
47416,0,0,0,0,0,0,0,0,0,0,0,0,5,7
112953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145720,0,0,0,0,0,0,0,0,0,0,39,39,39,0
145721,0,0,0,0,0,0,0,0,0,0,39,39,39,0
145722,0,0,0,0,0,0,0,0,0,0,39,39,39,0
14654,0,0,0,73,73,73,0,0,0,0,0,0,16,16
14655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145723,0,0,0,0,0,0,0,0,0,0,39,39,39,0
145730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47479,0,90,90,90,0,0,0,0,0,0,0,0,0,0
14714,0,0,0,0,0,65,182,182,117,0,94,94,94,0
47486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14739,0,0,0,26,26,26,0,0,0,0,0,0,0,0
145818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80292,0,0,0,0,0,0,0,0,0,0,0,62,62,62
80293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211407,0,0,74,74,74,0,0,0,0,0,0,0,0,0
14803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47586,0,0,0,0,0,50,50,50,63,63,63,89,89,89
113135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14909,0,0,0,0,0,0,0,0,2,2,2,0,0,0
14911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47706,0,0,0,0,0,93,121,121,117,89,89,38,38,38
14938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47729,0,0,0,0,0,4,107,225,351,331,529,415,399,120
80504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178826,0,0,0,0,0,0,0,0,0,0,0,0,0,5
146057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178860,0,0,0,0,0,0,0,0,0,0,0,0,44,44
80561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146110,0,0,0,0,0,0,0,0,0,0,21,21,21,0
146114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146118,0,0,0,0,0,0,0,0,0,0,71,71,103,32
80604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113380,0,0,0,0,0,0,0,0,30,30,30,0,0,0
146149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80622,0,0,0,0,0,0,0,0,0,0,7,7,7,0
80626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
